User_ID,Name,Book_Title,Genre,Read_Date,Reading_Duration_Minutes,Rating,Device,Region
9824,Scarlett Johansson,Learning Python,Fiction,2023-11-16,109,3.7,Mobile,North America
8554,Paul Rudd,Deep Space Mysteries,Non-Fiction,2023-12-08,241,2.6,Mobile,Europe
8963,Mark Ruffalo,Self-Improvement Guide,History,2024-03-12,183,4.9,Tablet,Africa
3959,Tom Hiddleston,The Great Adventure,Non-Fiction,2024-10-17,167,2.8,Tablet,North America
3402,Mark Ruffalo,The Fantasy Realm,Technology,2024-05-13,77,3.7,Desktop,Europe
3555,Scarlett Johansson,Business Strategies,Fiction,2023-10-29,37,1.2,Tablet,Asia
9961,Dave Bautista,The Fantasy Realm,Science,2024-01-31,96,1.4,Mobile,Europe
5224,Chadwick Boseman,Science and Innovation,Fiction,2024-06-12,136,2.1,Mobile,Asia
7138,Chadwick Boseman,The Fantasy Realm,History,2023-12-19,300,2.3,Desktop,Asia
2634,Paul Rudd,Deep Space Mysteries,History,2024-02-01,168,2.1,Mobile,South America
9389,Elizabeth Olsen,Biography of a Genius,History,2024-05-02,299,2.3,Desktop,Europe
3529,Jeremy Renner,Business Strategies,Fantasy,2024-08-12,47,3.9,Mobile,Australia
4508,Chris Hemsworth,The Fantasy Realm,Biography,2024-10-06,7,2.3,Tablet,Europe
8355,Benedict Cumberbatch,Self-Improvement Guide,Technology,2025-01-21,152,3.4,Mobile,Australia
8671,Sebastian Stan,Science and Innovation,Fiction,2023-05-01,165,5.0,Tablet,Europe
6140,Zoe Saldana,Biography of a Genius,Fiction,2024-11-06,182,3.0,Tablet,Africa
9948,Chris Evans,Self-Improvement Guide,Non-Fiction,2025-02-21,40,2.1,Tablet,Europe
2285,Chris Hemsworth,Self-Improvement Guide,Technology,2023-08-23,294,3.0,Desktop,Asia
7308,Samuel L. Jackson,The Future of AI,Self-Help,2023-10-02,197,1.7,Desktop,Asia
5789,Sebastian Stan,Science and Innovation,Self-Help,2023-08-20,10,2.5,Mobile,Europe
1810,Chris Evans,The Future of AI,Biography,2024-05-04,176,3.6,Mobile,South America
7999,Chadwick Boseman,The Future of AI,Science,2023-04-27,114,3.9,Mobile,South America
8925,Dave Bautista,Biography of a Genius,Mystery,2024-03-24,151,2.0,Desktop,South America
4917,Tom Hiddleston,The Future of AI,Non-Fiction,2024-02-17,106,3.8,Desktop,Africa
3891,Zoe Saldana,Deep Space Mysteries,Self-Help,2024-09-29,5,3.8,Desktop,Europe
4725,Don Cheadle,Learning Python,Fantasy,2024-11-24,199,4.7,Tablet,Europe
6031,Chadwick Boseman,Mystery of the Lost Island,Biography,2024-10-14,228,2.0,Mobile,Asia
2589,Mark Ruffalo,The Fantasy Realm,Self-Help,2024-11-02,172,1.8,Desktop,North America
1777,Benedict Cumberbatch,Deep Space Mysteries,Biography,2024-05-26,166,3.8,Mobile,North America
9111,Chris Evans,Biography of a Genius,Fantasy,2024-02-09,276,1.8,Desktop,North America
3614,Brie Larson,The Great Adventure,Science,2023-04-09,210,2.1,Tablet,Australia
4542,Chris Evans,Biography of a Genius,Non-Fiction,2024-10-11,81,2.9,Desktop,Africa
7331,Zoe Saldana,Deep Space Mysteries,Fantasy,2023-10-14,66,2.2,Desktop,Australia
6508,Jeremy Renner,History of the World,Technology,2024-09-27,177,1.3,Desktop,South America
8239,Dave Bautista,Self-Improvement Guide,Fantasy,2024-01-06,61,2.9,Desktop,North America
7532,Robert Downey Jr.,Business Strategies,Fiction,2023-05-24,13,3.6,Desktop,South America
1868,Chadwick Boseman,Mystery of the Lost Island,History,2024-02-13,223,1.4,Tablet,Europe
7140,Brie Larson,The Future of AI,Fantasy,2025-02-11,293,2.7,Tablet,Australia
7479,Anthony Mackie,Mystery of the Lost Island,Biography,2025-02-27,139,1.4,Desktop,North America
4005,Sebastian Stan,History of the World,History,2023-05-20,262,2.1,Desktop,South America
3384,Don Cheadle,Business Strategies,History,2024-05-05,34,2.2,Tablet,Africa
2742,Benedict Cumberbatch,Science and Innovation,Biography,2024-06-18,257,2.3,Desktop,Asia
5580,Don Cheadle,History of the World,Biography,2024-04-29,206,2.8,Mobile,Africa
5883,Benedict Wong,Business Strategies,Science,2024-11-25,263,3.9,Tablet,Europe
3826,Dave Bautista,Business Strategies,Science,2024-01-11,115,2.9,Desktop,Australia
3571,Dave Bautista,History of the World,Biography,2024-05-06,252,2.2,Tablet,North America
8507,Elizabeth Olsen,The Fantasy Realm,Fiction,2023-08-29,145,3.5,Tablet,Asia
4751,Robert Downey Jr.,History of the World,History,2024-06-13,223,4.1,Mobile,South America
7838,Chris Hemsworth,Biography of a Genius,Mystery,2024-04-05,54,1.9,Desktop,Asia
2478,Dave Bautista,Self-Improvement Guide,Non-Fiction,2025-01-12,121,1.1,Mobile,South America
5307,Benedict Cumberbatch,Mystery of the Lost Island,Self-Help,2024-11-01,257,2.3,Tablet,Asia
8330,Elizabeth Olsen,The Future of AI,Biography,2023-03-22,144,4.6,Mobile,North America
2558,Benedict Wong,Business Strategies,Technology,2024-05-08,17,2.9,Desktop,Asia
9263,Benedict Wong,The Great Adventure,History,2024-10-13,142,1.1,Tablet,Africa
2707,Chadwick Boseman,History of the World,Self-Help,2024-01-20,24,3.8,Mobile,Australia
9819,Tom Holland,The Fantasy Realm,Science,2024-11-16,270,3.3,Mobile,South America
2287,Jeremy Renner,Business Strategies,Science,2023-04-23,297,4.7,Desktop,North America
8922,Chris Hemsworth,Mystery of the Lost Island,Fiction,2023-08-13,172,2.0,Tablet,South America
7372,Benedict Cumberbatch,Business Strategies,Science,2023-07-25,74,2.9,Tablet,Asia
7208,Anthony Mackie,Biography of a Genius,Fiction,2024-02-26,261,2.9,Mobile,Europe
4368,Benedict Cumberbatch,Self-Improvement Guide,Fiction,2024-05-14,226,2.4,Mobile,Australia
1795,Dave Bautista,Business Strategies,Self-Help,2023-04-20,33,3.2,Tablet,North America
4987,Jeremy Renner,The Future of AI,Fantasy,2024-09-08,227,4.6,Tablet,Africa
5706,Anthony Mackie,The Future of AI,Technology,2023-04-28,261,3.9,Desktop,Africa
8061,Chadwick Boseman,The Future of AI,Science,2023-03-29,88,3.1,Mobile,Australia
5792,Tom Holland,The Future of AI,Science,2024-09-29,75,3.9,Tablet,Australia
7255,Anthony Mackie,The Future of AI,Non-Fiction,2024-06-29,265,1.5,Desktop,Australia
4107,Samuel L. Jackson,Learning Python,Mystery,2024-08-10,276,1.6,Desktop,Australia
6914,Benedict Wong,The Great Adventure,Biography,2024-06-27,21,1.3,Mobile,Asia
4265,Tom Hiddleston,Self-Improvement Guide,Fantasy,2024-06-05,35,5.0,Desktop,South America
4841,Tom Holland,Science and Innovation,Biography,2023-03-05,11,3.2,Desktop,South America
5043,Chris Hemsworth,Mystery of the Lost Island,Fantasy,2023-05-23,87,3.4,Desktop,North America
8033,Chris Evans,Business Strategies,Technology,2024-05-26,260,1.2,Tablet,Asia
1760,Anthony Mackie,Learning Python,Technology,2024-07-21,202,1.6,Desktop,Australia
1892,Dave Bautista,The Future of AI,Fiction,2024-11-21,244,2.9,Mobile,South America
3369,Mark Ruffalo,Business Strategies,Fiction,2025-02-28,241,4.6,Desktop,Europe
4300,Tom Hiddleston,The Future of AI,Fiction,2024-08-31,138,3.1,Mobile,Africa
9711,Tom Holland,Mystery of the Lost Island,Science,2025-01-18,225,4.4,Mobile,Europe
3063,Zoe Saldana,The Great Adventure,Technology,2023-03-17,148,2.8,Desktop,Australia
7447,Paul Rudd,Learning Python,Fantasy,2023-06-30,6,4.0,Tablet,Europe
8008,Anthony Mackie,Self-Improvement Guide,Fantasy,2023-10-15,269,3.7,Tablet,North America
7592,Brie Larson,The Fantasy Realm,Fiction,2023-09-26,296,4.0,Mobile,Africa
3927,Anthony Mackie,The Future of AI,Mystery,2024-07-20,159,4.0,Desktop,North America
5649,Benedict Cumberbatch,Business Strategies,Mystery,2023-05-01,169,1.8,Tablet,Australia
8653,Tom Holland,The Great Adventure,Mystery,2023-06-29,207,4.0,Desktop,Australia
4033,Robert Downey Jr.,History of the World,Biography,2024-05-15,154,1.9,Tablet,North America
9908,Anthony Mackie,Business Strategies,Non-Fiction,2023-10-16,100,4.4,Mobile,Africa
2581,Elizabeth Olsen,Biography of a Genius,Fiction,2024-01-08,89,1.6,Tablet,Europe
7394,Anthony Mackie,The Great Adventure,Mystery,2023-03-13,51,4.9,Tablet,North America
6811,Scarlett Johansson,Self-Improvement Guide,Self-Help,2024-11-24,246,4.8,Desktop,Africa
9914,Tom Holland,History of the World,Technology,2024-06-22,230,1.5,Desktop,South America
6144,Benedict Cumberbatch,Mystery of the Lost Island,Fantasy,2024-11-23,155,1.9,Tablet,North America
8681,Chadwick Boseman,History of the World,Science,2024-01-31,131,4.2,Desktop,North America
9320,Sebastian Stan,Biography of a Genius,Non-Fiction,2024-01-17,184,1.9,Tablet,North America
2292,Chris Hemsworth,History of the World,Science,2023-06-09,110,2.8,Desktop,Australia
1128,Sebastian Stan,History of the World,Non-Fiction,2024-07-21,276,1.2,Tablet,Australia
7039,Elizabeth Olsen,Deep Space Mysteries,Self-Help,2024-01-27,198,2.0,Tablet,Africa
9160,Elizabeth Olsen,Business Strategies,Non-Fiction,2023-12-12,179,4.4,Mobile,Australia
9361,Chadwick Boseman,Biography of a Genius,Technology,2024-11-04,73,1.8,Mobile,Europe
5453,Mark Ruffalo,Self-Improvement Guide,History,2024-08-17,293,3.3,Tablet,South America
4818,Sebastian Stan,The Great Adventure,Mystery,2024-12-31,164,3.4,Mobile,Europe
6648,Scarlett Johansson,History of the World,Science,2023-04-06,14,2.7,Tablet,Australia
2187,Brie Larson,History of the World,Technology,2023-03-25,167,2.4,Tablet,South America
4090,Chris Evans,The Fantasy Realm,Science,2024-09-04,46,1.0,Mobile,Asia
7859,Robert Downey Jr.,Business Strategies,Fiction,2023-08-09,193,2.3,Tablet,Europe
8056,Elizabeth Olsen,Mystery of the Lost Island,Fiction,2024-03-28,298,4.5,Tablet,Europe
4174,Robert Downey Jr.,History of the World,Science,2023-03-22,223,4.2,Tablet,Africa
8815,Dave Bautista,Science and Innovation,Science,2023-09-15,82,2.3,Mobile,North America
8530,Zoe Saldana,The Fantasy Realm,Biography,2023-04-30,282,2.8,Tablet,Africa
6885,Chadwick Boseman,Biography of a Genius,Biography,2024-10-16,82,2.0,Mobile,North America
2472,Don Cheadle,History of the World,Non-Fiction,2024-07-17,148,3.0,Mobile,Asia
9367,Tom Hiddleston,The Fantasy Realm,Science,2024-07-12,292,3.7,Desktop,Africa
7171,Robert Downey Jr.,Business Strategies,Biography,2023-04-20,215,4.3,Mobile,Australia
5132,Dave Bautista,Self-Improvement Guide,Technology,2023-08-03,84,3.1,Desktop,Australia
3023,Elizabeth Olsen,The Fantasy Realm,Mystery,2023-10-23,181,3.7,Desktop,Africa
5026,Jeremy Renner,Science and Innovation,Non-Fiction,2024-07-28,233,2.3,Tablet,Australia
9415,Chris Hemsworth,The Future of AI,Biography,2024-11-02,94,3.5,Desktop,Australia
8969,Dave Bautista,The Fantasy Realm,Technology,2023-04-29,46,2.4,Mobile,Australia
2821,Sebastian Stan,Business Strategies,Non-Fiction,2024-05-12,203,2.1,Tablet,Australia
2330,Mark Ruffalo,Business Strategies,Fiction,2024-06-10,134,4.4,Desktop,Asia
5159,Tom Hiddleston,Science and Innovation,Mystery,2023-11-22,85,4.9,Desktop,Africa
9208,Chris Evans,Science and Innovation,Fiction,2024-09-04,92,2.2,Tablet,South America
9187,Tom Holland,Mystery of the Lost Island,Non-Fiction,2024-07-23,52,2.1,Mobile,Africa
5487,Sebastian Stan,Science and Innovation,Mystery,2024-12-06,274,2.6,Tablet,Asia
6741,Mark Ruffalo,The Fantasy Realm,Fiction,2024-12-11,214,2.2,Tablet,Africa
5071,Chadwick Boseman,Deep Space Mysteries,Self-Help,2023-05-19,231,4.9,Tablet,North America
8914,Brie Larson,Science and Innovation,Fantasy,2025-02-16,122,4.8,Mobile,North America
9602,Chris Hemsworth,The Future of AI,Self-Help,2025-01-12,94,5.0,Tablet,South America
7941,Chris Hemsworth,Self-Improvement Guide,Fantasy,2024-09-17,137,3.8,Tablet,Asia
3839,Don Cheadle,The Great Adventure,Biography,2024-05-17,92,3.8,Desktop,Europe
5899,Chris Hemsworth,Self-Improvement Guide,Non-Fiction,2024-05-10,285,1.6,Desktop,Africa
3627,Dave Bautista,Deep Space Mysteries,Self-Help,2023-09-13,69,4.7,Desktop,Europe
7950,Don Cheadle,Mystery of the Lost Island,Self-Help,2025-02-20,56,1.2,Desktop,South America
3730,Paul Rudd,Science and Innovation,Self-Help,2024-03-02,13,3.5,Tablet,South America
9285,Robert Downey Jr.,Business Strategies,Mystery,2024-08-25,251,1.4,Desktop,North America
1107,Zoe Saldana,Science and Innovation,Non-Fiction,2023-03-18,123,1.5,Mobile,Africa
5302,Samuel L. Jackson,Learning Python,Science,2023-08-16,50,1.3,Desktop,Europe
9673,Brie Larson,Business Strategies,Fiction,2024-10-07,221,1.6,Tablet,Europe
7011,Mark Ruffalo,Science and Innovation,History,2023-07-28,193,1.9,Desktop,South America
8804,Robert Downey Jr.,The Future of AI,Science,2024-03-17,137,3.1,Mobile,North America
3312,Samuel L. Jackson,Deep Space Mysteries,Technology,2023-09-03,252,4.2,Tablet,South America
8667,Chris Evans,Deep Space Mysteries,Biography,2024-11-06,238,2.7,Desktop,Australia
3773,Don Cheadle,Self-Improvement Guide,Biography,2023-09-24,220,2.5,Tablet,North America
9519,Anthony Mackie,Science and Innovation,Self-Help,2024-02-21,118,2.9,Tablet,Asia
2766,Dave Bautista,Biography of a Genius,Technology,2023-06-24,17,1.5,Tablet,Europe
5022,Tom Holland,Science and Innovation,Self-Help,2025-02-15,208,1.3,Desktop,Europe
9980,Elizabeth Olsen,Learning Python,Non-Fiction,2024-07-31,224,3.8,Tablet,South America
3560,Robert Downey Jr.,Learning Python,History,2024-04-28,177,3.8,Desktop,Australia
8021,Tom Hiddleston,Mystery of the Lost Island,Non-Fiction,2024-02-03,191,2.3,Tablet,Asia
4375,Benedict Cumberbatch,Biography of a Genius,Science,2024-10-29,105,3.7,Desktop,North America
7482,Tom Holland,Business Strategies,Mystery,2024-08-21,247,2.9,Desktop,Africa
7352,Sebastian Stan,The Great Adventure,Self-Help,2025-01-13,184,3.5,Tablet,North America
2705,Zoe Saldana,Learning Python,Fantasy,2023-05-29,173,1.7,Tablet,North America
4951,Benedict Cumberbatch,Biography of a Genius,Biography,2023-08-19,263,4.3,Tablet,Europe
4450,Mark Ruffalo,Learning Python,Science,2023-08-16,138,3.4,Tablet,South America
8633,Brie Larson,Biography of a Genius,Mystery,2024-07-12,44,1.4,Tablet,South America
1539,Don Cheadle,The Great Adventure,Fiction,2023-10-19,63,1.1,Tablet,Australia
5414,Benedict Cumberbatch,The Great Adventure,Biography,2023-11-27,142,3.1,Mobile,Africa
8240,Jeremy Renner,History of the World,Science,2023-08-16,124,4.7,Tablet,North America
3400,Sebastian Stan,Biography of a Genius,Mystery,2024-06-20,86,2.8,Tablet,Asia
3948,Paul Rudd,Science and Innovation,Self-Help,2023-04-10,99,3.2,Desktop,Africa
7181,Dave Bautista,Science and Innovation,Fantasy,2024-02-28,118,1.5,Desktop,Africa
9530,Paul Rudd,Learning Python,Non-Fiction,2024-02-23,108,3.2,Desktop,Africa
9067,Paul Rudd,Biography of a Genius,Science,2024-12-22,212,4.3,Desktop,Africa
9675,Elizabeth Olsen,The Fantasy Realm,Science,2023-10-12,89,2.2,Mobile,North America
8427,Jeremy Renner,Science and Innovation,Fiction,2024-01-29,6,2.3,Desktop,Australia
1123,Zoe Saldana,The Future of AI,Self-Help,2023-07-21,176,1.5,Tablet,Europe
5974,Benedict Wong,The Great Adventure,Mystery,2023-08-02,299,1.3,Desktop,Asia
2911,Jeremy Renner,Learning Python,History,2023-09-22,172,4.6,Mobile,North America
7080,Elizabeth Olsen,Deep Space Mysteries,Fantasy,2024-03-02,140,4.4,Mobile,South America
5822,Benedict Cumberbatch,Deep Space Mysteries,Technology,2024-11-09,129,3.3,Desktop,Asia
6759,Paul Rudd,The Great Adventure,Technology,2024-10-02,262,1.9,Tablet,Asia
6456,Don Cheadle,History of the World,Technology,2024-03-03,279,4.4,Tablet,Africa
4449,Tom Holland,Science and Innovation,Self-Help,2023-12-25,89,5.0,Tablet,South America
8091,Chris Hemsworth,The Fantasy Realm,Technology,2023-07-06,50,3.0,Tablet,Africa
1336,Sebastian Stan,Mystery of the Lost Island,Science,2025-01-14,30,2.1,Mobile,Europe
2612,Paul Rudd,Science and Innovation,Self-Help,2023-12-02,151,1.9,Mobile,Australia
4123,Samuel L. Jackson,History of the World,Science,2024-09-17,41,3.1,Desktop,Europe
5369,Brie Larson,The Great Adventure,Self-Help,2024-04-21,192,1.5,Desktop,South America
7969,Benedict Wong,The Fantasy Realm,Technology,2024-12-03,55,2.3,Desktop,North America
2042,Tom Holland,The Great Adventure,Science,2023-12-09,187,2.5,Tablet,Australia
7587,Brie Larson,Learning Python,History,2023-03-18,142,2.4,Desktop,Africa
2463,Tom Hiddleston,Deep Space Mysteries,Science,2023-03-27,48,3.5,Tablet,Australia
1256,Don Cheadle,History of the World,History,2023-07-07,255,1.7,Mobile,South America
6566,Benedict Cumberbatch,Learning Python,Self-Help,2024-12-03,204,1.3,Tablet,Europe
3664,Chadwick Boseman,Business Strategies,Fantasy,2024-03-30,209,2.9,Mobile,North America
8369,Mark Ruffalo,History of the World,Non-Fiction,2024-09-03,35,2.2,Desktop,Africa
4892,Tom Hiddleston,History of the World,Fantasy,2023-10-25,165,1.1,Desktop,Europe
5888,Zoe Saldana,Science and Innovation,Fiction,2023-04-10,154,2.4,Tablet,Australia
9304,Scarlett Johansson,Self-Improvement Guide,Fantasy,2024-08-08,272,4.5,Desktop,South America
1183,Paul Rudd,Science and Innovation,Biography,2023-11-28,106,3.4,Tablet,North America
5001,Zoe Saldana,Learning Python,Biography,2024-12-23,131,3.1,Mobile,North America
6778,Anthony Mackie,Biography of a Genius,Science,2025-03-01,153,1.4,Tablet,Australia
5172,Chris Evans,Deep Space Mysteries,Technology,2024-01-12,173,2.2,Tablet,South America
4956,Zoe Saldana,The Great Adventure,Technology,2023-12-04,234,2.8,Mobile,South America
7762,Sebastian Stan,Self-Improvement Guide,Biography,2024-06-09,80,2.7,Mobile,Europe
8839,Benedict Cumberbatch,The Fantasy Realm,Mystery,2024-10-31,202,3.0,Desktop,South America
3852,Zoe Saldana,Science and Innovation,History,2024-06-25,183,2.2,Mobile,Europe
9974,Samuel L. Jackson,Mystery of the Lost Island,Biography,2023-09-27,254,4.4,Desktop,Australia
4083,Sebastian Stan,History of the World,Science,2024-05-09,116,3.8,Mobile,South America
4912,Chris Evans,Self-Improvement Guide,Technology,2023-05-22,138,4.6,Desktop,South America
1908,Dave Bautista,The Fantasy Realm,Fantasy,2024-11-14,195,3.1,Mobile,South America
7563,Don Cheadle,Deep Space Mysteries,Fiction,2024-04-04,286,2.2,Desktop,Australia
2215,Paul Rudd,Learning Python,Mystery,2023-09-01,31,2.6,Desktop,South America
8038,Paul Rudd,Learning Python,Technology,2024-04-18,155,3.4,Tablet,Africa
9055,Zoe Saldana,The Future of AI,Fantasy,2024-08-08,299,1.7,Tablet,Africa
3262,Tom Hiddleston,The Future of AI,Self-Help,2025-02-21,109,1.3,Mobile,Europe
5009,Sebastian Stan,The Future of AI,Mystery,2024-05-09,201,2.1,Mobile,South America
1742,Chris Hemsworth,Mystery of the Lost Island,Biography,2024-06-19,117,2.6,Mobile,North America
4671,Sebastian Stan,The Future of AI,Technology,2024-10-23,69,4.6,Mobile,Africa
8541,Samuel L. Jackson,The Great Adventure,Technology,2024-04-29,114,3.0,Mobile,Africa
3838,Sebastian Stan,Business Strategies,History,2023-04-30,177,4.8,Desktop,Africa
6509,Paul Rudd,Business Strategies,Fiction,2024-03-05,106,2.2,Tablet,Australia
4204,Chadwick Boseman,Self-Improvement Guide,Fantasy,2024-01-15,183,2.8,Tablet,Europe
6135,Brie Larson,The Future of AI,Non-Fiction,2025-01-08,172,1.6,Desktop,South America
8266,Chadwick Boseman,The Future of AI,Non-Fiction,2024-05-19,151,2.8,Mobile,Australia
2649,Chris Hemsworth,Mystery of the Lost Island,Self-Help,2023-05-09,252,4.5,Mobile,North America
6416,Scarlett Johansson,The Fantasy Realm,Fiction,2023-03-17,15,4.2,Desktop,South America
3111,Anthony Mackie,Business Strategies,Fantasy,2025-01-19,79,4.2,Mobile,Africa
8597,Benedict Wong,The Fantasy Realm,Technology,2023-10-26,34,4.3,Tablet,North America
3675,Benedict Wong,Mystery of the Lost Island,Mystery,2023-09-15,20,4.4,Mobile,Asia
4171,Chadwick Boseman,Deep Space Mysteries,Non-Fiction,2023-04-11,55,4.1,Mobile,Asia
5648,Tom Hiddleston,The Future of AI,Self-Help,2024-10-08,103,1.4,Tablet,South America
4317,Brie Larson,The Future of AI,Non-Fiction,2024-10-22,162,4.4,Mobile,Europe
8352,Jeremy Renner,Science and Innovation,Biography,2025-01-29,130,4.9,Mobile,Asia
3910,Tom Hiddleston,The Great Adventure,Fiction,2024-09-21,17,1.8,Tablet,South America
2963,Chris Hemsworth,The Great Adventure,Self-Help,2023-10-11,103,1.3,Tablet,South America
4360,Anthony Mackie,Science and Innovation,Technology,2025-02-26,164,2.6,Mobile,Africa
7896,Samuel L. Jackson,History of the World,Non-Fiction,2024-08-12,29,3.2,Desktop,North America
9278,Benedict Cumberbatch,The Future of AI,Science,2023-04-10,260,3.4,Mobile,Asia
1142,Chris Hemsworth,Mystery of the Lost Island,Mystery,2023-03-26,299,1.3,Mobile,Australia
8218,Jeremy Renner,The Future of AI,Fantasy,2024-05-13,141,3.0,Mobile,South America
9097,Sebastian Stan,Deep Space Mysteries,Fantasy,2023-04-16,19,1.7,Mobile,Asia
2795,Benedict Wong,Biography of a Genius,Biography,2023-10-03,148,2.6,Mobile,Australia
3734,Anthony Mackie,The Future of AI,Fantasy,2023-10-17,288,2.5,Desktop,Asia
5637,Scarlett Johansson,The Fantasy Realm,Mystery,2023-06-04,74,3.2,Tablet,Asia
3062,Dave Bautista,The Fantasy Realm,Self-Help,2024-02-10,260,1.4,Tablet,Africa
2397,Robert Downey Jr.,Deep Space Mysteries,Fiction,2023-11-09,77,2.0,Tablet,Europe
5915,Mark Ruffalo,History of the World,Fiction,2023-08-21,67,4.0,Mobile,South America
1419,Sebastian Stan,History of the World,Fiction,2023-12-19,55,2.4,Tablet,Asia
1734,Jeremy Renner,Business Strategies,Mystery,2023-07-31,72,2.2,Tablet,Europe
4941,Benedict Cumberbatch,The Future of AI,Biography,2023-11-11,299,4.1,Tablet,Europe
7018,Samuel L. Jackson,The Future of AI,Fiction,2024-02-04,95,4.6,Desktop,Asia
8647,Elizabeth Olsen,Mystery of the Lost Island,Biography,2023-10-06,39,3.6,Tablet,Africa
5766,Chris Evans,Deep Space Mysteries,Technology,2023-12-08,157,4.6,Mobile,South America
5902,Chadwick Boseman,The Fantasy Realm,Technology,2023-03-13,235,2.0,Mobile,South America
5295,Elizabeth Olsen,The Fantasy Realm,Non-Fiction,2024-01-30,217,5.0,Desktop,Europe
5796,Don Cheadle,The Fantasy Realm,Fiction,2024-11-04,285,1.9,Tablet,South America
1360,Benedict Cumberbatch,Mystery of the Lost Island,Science,2024-09-25,234,3.6,Mobile,Asia
1255,Samuel L. Jackson,The Future of AI,Fiction,2024-05-18,240,3.2,Mobile,South America
4017,Chris Hemsworth,Biography of a Genius,Fiction,2024-03-10,221,3.8,Tablet,Europe
6601,Zoe Saldana,Science and Innovation,Science,2024-06-25,186,2.7,Mobile,Australia
7065,Elizabeth Olsen,Business Strategies,Non-Fiction,2023-10-25,97,2.0,Tablet,Europe
1978,Benedict Wong,Mystery of the Lost Island,Mystery,2025-01-05,275,4.2,Tablet,Australia
6999,Mark Ruffalo,The Great Adventure,Fantasy,2024-06-09,138,2.7,Mobile,Australia
3647,Anthony Mackie,Biography of a Genius,Mystery,2024-03-14,37,2.0,Mobile,South America
2829,Benedict Wong,Self-Improvement Guide,History,2024-06-24,276,2.0,Desktop,South America
9043,Mark Ruffalo,Biography of a Genius,Technology,2024-05-16,252,3.4,Tablet,Australia
7821,Chadwick Boseman,The Future of AI,Science,2023-11-03,250,4.2,Mobile,Europe
5874,Chris Hemsworth,Biography of a Genius,Technology,2023-06-20,68,1.5,Desktop,Asia
1699,Mark Ruffalo,History of the World,Fiction,2024-06-14,233,1.9,Mobile,South America
8593,Chris Hemsworth,Deep Space Mysteries,History,2023-08-12,86,4.4,Tablet,Australia
9169,Brie Larson,Deep Space Mysteries,Biography,2024-04-24,242,3.8,Mobile,Africa
8123,Mark Ruffalo,Self-Improvement Guide,Mystery,2024-03-29,96,3.3,Tablet,Asia
6874,Tom Hiddleston,Science and Innovation,Fantasy,2023-04-08,217,1.7,Tablet,Australia
6436,Jeremy Renner,The Future of AI,Fantasy,2024-02-04,291,3.7,Tablet,Europe
1574,Sebastian Stan,History of the World,Self-Help,2023-09-07,24,4.7,Mobile,South America
2926,Sebastian Stan,Learning Python,Non-Fiction,2025-01-21,31,1.4,Desktop,Europe
8505,Scarlett Johansson,Deep Space Mysteries,Fantasy,2024-02-02,7,3.6,Desktop,Europe
5504,Tom Holland,History of the World,Technology,2024-05-22,76,3.3,Tablet,South America
9061,Benedict Wong,The Great Adventure,History,2023-12-16,64,1.2,Tablet,Africa
4039,Tom Holland,Science and Innovation,Mystery,2024-02-07,80,4.5,Tablet,Asia
5458,Jeremy Renner,History of the World,Technology,2024-12-22,165,1.5,Tablet,Australia
8622,Chris Hemsworth,Self-Improvement Guide,Biography,2024-10-01,135,3.8,Mobile,Asia
4702,Samuel L. Jackson,Biography of a Genius,Self-Help,2023-10-30,17,2.2,Mobile,South America
5205,Scarlett Johansson,Self-Improvement Guide,Mystery,2023-03-31,15,1.7,Desktop,North America
7793,Chris Evans,The Future of AI,History,2024-01-25,20,1.9,Mobile,Europe
3611,Scarlett Johansson,Deep Space Mysteries,Science,2023-03-04,10,4.8,Mobile,Australia
7415,Chris Evans,History of the World,Fantasy,2024-06-10,203,2.2,Desktop,Africa
7144,Benedict Wong,The Fantasy Realm,Fiction,2023-08-05,139,2.9,Tablet,Australia
2923,Paul Rudd,Business Strategies,Technology,2023-07-23,210,2.0,Mobile,Europe
2384,Jeremy Renner,Learning Python,Mystery,2023-07-03,269,1.3,Mobile,North America
6712,Anthony Mackie,Learning Python,Self-Help,2023-09-19,239,4.2,Desktop,Asia
3258,Benedict Cumberbatch,The Fantasy Realm,Fantasy,2023-12-05,77,4.1,Tablet,Asia
9205,Dave Bautista,Business Strategies,Fiction,2024-06-17,22,1.8,Tablet,South America
1390,Don Cheadle,The Future of AI,Non-Fiction,2024-06-17,137,2.0,Tablet,Australia
1573,Elizabeth Olsen,Learning Python,Self-Help,2024-08-11,145,2.7,Desktop,Asia
9455,Tom Holland,The Great Adventure,Fiction,2023-08-29,120,4.8,Mobile,Asia
4430,Jeremy Renner,Business Strategies,Non-Fiction,2024-11-06,126,1.4,Tablet,North America
4710,Samuel L. Jackson,Self-Improvement Guide,History,2024-04-19,228,1.1,Mobile,Africa
4400,Benedict Wong,Deep Space Mysteries,Fantasy,2024-06-28,37,4.5,Mobile,Africa
8679,Mark Ruffalo,Science and Innovation,Mystery,2023-06-07,151,3.9,Desktop,Europe
3983,Paul Rudd,Business Strategies,Fantasy,2024-04-30,214,3.2,Tablet,Australia
8173,Samuel L. Jackson,History of the World,Fantasy,2024-09-02,64,2.2,Tablet,South America
1159,Zoe Saldana,Self-Improvement Guide,Science,2024-02-15,160,4.7,Desktop,Australia
4137,Elizabeth Olsen,The Fantasy Realm,Science,2023-07-04,100,3.2,Desktop,North America
